FlightDate,Reporting_Airline,FlightNum,TailNum,Origin,Dest,CRSDepHour,CRSDepMinute,CRSElapsedTime,Distance,DayOfWeek,Month,Season,DepDelayMinutes,ArrDelayMinutes,IsDelayed15,Cancelled,DelayCause
2023-05-08,DL,2918,N719C,MIA,DFW,9,15,46,424,0,5,Spring,6.0,19.0,1.0,0,Carrier
2023-02-08,WN,4455,N388F,DEN,EWR,8,15,21,214,2,2,Winter,39.0,41.0,1.0,0,Weather
2023-12-04,B6,4734,N494D,LAX,ATL,8,15,358,2706,0,12,Winter,4.0,6.0,0.0,0,
2023-12-26,UA,1361,N696G,BOS,DEN,6,45,59,491,1,12,Winter,-5.0,1.0,0.0,0,
2023-05-09,WN,708,N946G,LAS,LAX,10,0,57,396,1,5,Spring,4.0,4.0,0.0,0,
2023-09-24,UA,4672,N955H,LAS,ATL,7,15,91,696,6,9,Fall,-2.0,-1.0,0.0,0,
2023-05-31,NK,1187,N112A,MCO,SEA,6,0,343,2542,2,5,Spring,-4.0,1.0,0.0,0,
2023-10-25,F9,2582,N302B,MCO,DFW,8,15,291,2246,2,10,Fall,-1.0,14.0,0.0,0,
2023-04-09,AS,1227,N437B,JFK,MIA,5,45,202,1507,6,4,Spring,31.0,9.0,0.0,0,
2023-09-20,UA,5950,N193H,MCO,DFW,7,15,58,475,2,9,Fall,-8.0,-14.0,0.0,0,
2023-09-09,DL,4405,N602A,BOS,EWR,7,45,218,1636,5,9,Fall,-10.0,-31.0,0.0,0,
2023-05-24,DL,1739,N852E,MCO,DEN,10,0,356,2742,2,5,Spring,-4.0,-9.0,0.0,0,
2023-12-12,WN,5459,N744G,MIA,EWR,8,0,119,890,1,12,Winter,-4.0,-7.0,0.0,0,
2023-04-22,B6,4150,N682H,LAX,CLT,9,45,168,1154,5,4,Spring,6.0,12.0,0.0,0,
2023-03-01,B6,2090,N568A,SEA,DFW,8,0,132,1046,2,3,Spring,8.0,11.0,0.0,0,
2023-01-02,DL,1188,N924G,LAS,SEA,6,0,255,2030,0,1,Winter,2.0,-4.0,0.0,0,
2023-10-31,AS,3209,N773D,LAX,PHX,7,45,271,2065,1,10,Fall,-2.0,1.0,0.0,0,
2023-09-11,DL,2296,N794C,EWR,ATL,8,15,243,1752,0,9,Fall,-15.0,-22.0,0.0,0,
2023-05-20,AA,4796,N428G,MIA,EWR,8,15,220,1625,5,5,Spring,-9.0,-12.0,0.0,0,
2023-02-06,AS,585,N584G,JFK,CLT,6,45,141,1099,0,2,Winter,4.0,-1.0,0.0,0,
2023-06-09,UA,3971,N168E,ATL,LAX,4,45,60,470,4,6,Summer,-5.0,-18.0,0.0,0,
2023-01-09,UA,3187,N540C,MIA,JFK,11,0,301,2230,0,1,Winter,33.0,18.0,1.0,0,Weather
2023-08-21,UA,3779,N423F,SEA,JFK,7,45,93,600,0,8,Summer,-6.0,-9.0,0.0,0,
2023-04-09,AS,4437,N869E,SFO,ORD,5,45,92,568,6,4,Spring,-5.0,-2.0,0.0,0,
2023-05-27,F9,4986,N490F,MCO,DEN,6,45,367,2734,5,5,Spring,-3.0,-17.0,0.0,0,
2023-10-31,AS,2468,N301F,PHX,BOS,9,30,310,2232,1,10,Fall,,,,1,
2023-07-27,NK,997,N309H,LAX,DFW,7,30,257,1842,3,7,Summer,6.0,3.0,0.0,0,
2023-05-11,AA,5888,N983G,DFW,CLT,9,15,108,764,3,5,Spring,-4.0,-19.0,0.0,0,
2023-06-01,UA,2273,N948G,ATL,SEA,8,0,120,993,3,6,Summer,-0.0,13.0,0.0,0,
2023-02-23,B6,2985,N652A,PHX,ATL,7,15,115,879,3,2,Winter,-6.0,-9.0,0.0,0,
2023-04-30,AS,4484,N849D,ORD,LAX,7,45,242,1828,6,4,Spring,-1.0,-9.0,0.0,0,
2023-06-10,UA,4727,N139C,ATL,LAS,9,15,105,858,5,6,Summer,-0.0,-5.0,0.0,0,
2023-04-26,AS,4490,N730C,DEN,MCO,7,45,274,2082,2,4,Spring,-5.0,-9.0,0.0,0,
2023-03-16,AS,5362,N157B,ATL,SEA,6,45,45,351,3,3,Spring,-6.0,-26.0,0.0,0,
2023-04-23,DL,2008,N834B,BOS,PHX,8,45,144,1098,6,4,Spring,3.0,1.0,0.0,0,
2023-04-14,AS,4633,N503E,JFK,EWR,8,15,181,1476,4,4,Spring,3.0,9.0,0.0,0,
2023-12-06,F9,5819,N435B,BOS,CLT,7,30,123,910,2,12,Winter,5.0,5.0,0.0,0,
2023-09-11,AA,5870,N744G,BOS,JFK,7,15,243,1857,0,9,Fall,1.0,-8.0,0.0,0,
2023-08-15,WN,999,N945A,SFO,BOS,6,30,169,1205,1,8,Summer,-2.0,-22.0,0.0,0,
2023-04-22,DL,3395,N886G,MIA,ATL,11,0,50,341,5,4,Spring,2.0,-10.0,0.0,0,
2023-04-09,F9,4410,N830F,MIA,SEA,8,45,187,1389,6,4,Spring,11.0,1.0,0.0,0,
2023-06-02,AA,1791,N230A,SFO,DEN,9,45,254,1826,4,6,Summer,3.0,-5.0,0.0,0,
2023-12-15,UA,321,N959H,SFO,DEN,7,30,36,298,4,12,Winter,3.0,2.0,0.0,0,
2023-12-04,AS,1845,N438B,SFO,ORD,7,30,311,2448,0,12,Winter,31.0,24.0,1.0,0,Carrier
2023-07-13,AS,2946,N396E,SFO,EWR,6,15,58,433,3,7,Summer,0.0,-7.0,0.0,0,
2023-11-06,F9,1874,N680E,SFO,MIA,9,0,313,2416,0,11,Fall,33.0,16.0,1.0,0,NAS
2023-06-12,UA,3569,N865G,DEN,MIA,9,30,295,2265,0,6,Summer,1.0,-13.0,0.0,0,
2023-07-27,B6,5313,N567A,MCO,MIA,8,0,190,1429,3,7,Summer,9.0,4.0,0.0,0,
2023-06-18,UA,5710,N622B,ATL,EWR,11,0,218,1629,6,6,Summer,1.0,-19.0,0.0,0,
2023-06-10,UA,3550,N904B,ATL,DFW,7,45,152,1236,5,6,Summer,-0.0,-8.0,0.0,0,
2023-03-09,UA,5297,N627B,JFK,SFO,4,45,75,649,3,3,Spring,-4.0,-10.0,0.0,0,
2023-10-16,UA,3268,N616C,BOS,PHX,6,30,223,1653,0,10,Fall,-1.0,11.0,0.0,0,
2023-10-04,B6,797,N215F,LAX,DFW,6,30,342,2487,2,10,Fall,-5.0,-8.0,0.0,0,
2023-10-31,F9,1490,N140G,BOS,JFK,9,15,54,314,1,10,Fall,-6.0,-9.0,0.0,0,
2023-05-15,AS,2282,N904D,MCO,DFW,7,0,61,447,0,5,Spring,-2.0,-8.0,0.0,0,
2023-07-14,F9,1931,N772D,PHX,CLT,9,30,178,1430,4,7,Summer,75.0,95.0,1.0,0,NAS
2023-05-08,AS,4277,N455D,CLT,LAX,9,45,366,2686,0,5,Spring,-3.0,-7.0,0.0,0,
2023-02-02,F9,337,N200B,EWR,BOS,7,45,58,351,3,2,Winter,48.0,43.0,1.0,0,NAS
2023-06-25,F9,3184,N404F,LAX,ORD,8,0,78,681,6,6,Summer,43.0,41.0,1.0,0,Weather
2023-01-22,B6,3331,N979B,SEA,LAS,12,30,226,1729,6,1,Winter,2.0,-6.0,0.0,0,
2023-08-26,UA,3065,N243F,SEA,ORD,7,30,87,658,5,8,Summer,-4.0,-8.0,0.0,0,
2023-06-07,B6,284,N626G,CLT,MCO,7,0,153,1156,2,6,Summer,9.0,7.0,0.0,0,
2023-02-07,B6,5314,N384E,LAS,CLT,9,30,269,1970,1,2,Winter,-4.0,-16.0,0.0,0,
2023-08-18,AS,3040,N886G,ATL,MIA,7,15,297,2207,4,8,Summer,-3.0,1.0,0.0,0,
2023-02-20,DL,1033,N896A,JFK,BOS,8,30,243,1874,0,2,Winter,3.0,-7.0,0.0,0,
2023-09-21,WN,4642,N668E,DFW,LAX,9,45,31,210,3,9,Fall,120.0,127.0,1.0,0,Carrier
2023-10-10,WN,1614,N651H,SFO,ATL,6,0,192,1499,1,10,Fall,9.0,11.0,0.0,0,
2023-01-27,NK,322,N443F,EWR,BOS,7,15,327,2441,4,1,Winter,-6.0,-7.0,0.0,0,
2023-08-14,WN,1541,N410E,ATL,SFO,9,30,69,603,0,8,Summer,3.0,1.0,0.0,0,
2023-10-04,B6,1960,N812E,SEA,ATL,7,0,241,1821,2,10,Fall,4.0,10.0,0.0,0,
2023-10-13,WN,4500,N924B,CLT,LAS,9,45,127,910,4,10,Fall,-3.0,-12.0,0.0,0,
2023-04-07,AS,4285,N353E,SEA,LAS,8,45,112,852,4,4,Spring,-3.0,-7.0,0.0,0,
2023-10-11,DL,3591,N430C,LAS,SFO,7,0,322,2463,2,10,Fall,-8.0,-0.0,0.0,0,
2023-11-13,WN,2000,N808H,PHX,JFK,8,45,184,1491,0,11,Fall,-3.0,-7.0,0.0,0,
2023-10-31,UA,406,N262C,LAS,LAX,9,45,248,1846,1,10,Fall,48.0,34.0,1.0,0,Carrier
2023-05-27,F9,5218,N710B,PHX,MIA,7,15,348,2585,5,5,Spring,3.0,-8.0,0.0,0,
2023-01-04,F9,5885,N766B,LAX,SEA,6,0,292,2183,2,1,Winter,-1.0,-10.0,0.0,0,
2023-02-04,B6,111,N533G,BOS,MCO,6,30,206,1606,5,2,Winter,,,,1,
2023-07-11,UA,4908,N368A,DFW,MIA,8,45,343,2648,1,7,Summer,2.0,4.0,0.0,0,
2023-02-18,F9,784,N269F,PHX,JFK,6,45,220,1780,5,2,Winter,97.0,92.0,1.0,0,NAS
2023-01-17,AA,2691,N906E,MCO,PHX,7,0,177,1365,1,1,Winter,2.0,-7.0,0.0,0,
2023-06-21,F9,5728,N754H,SEA,JFK,9,15,361,2675,2,6,Summer,7.0,-2.0,0.0,0,
2023-08-08,F9,2096,N844B,DEN,CLT,9,0,119,831,1,8,Summer,-1.0,-10.0,0.0,0,
2023-06-07,B6,5979,N568A,ATL,JFK,7,0,279,2040,2,6,Summer,1.0,3.0,0.0,0,
2023-02-15,UA,4361,N368B,SEA,LAS,6,15,170,1277,2,2,Winter,-4.0,3.0,0.0,0,
2023-01-06,AA,4580,N729C,EWR,MCO,8,30,73,525,4,1,Winter,36.0,34.0,1.0,0,NAS
2023-04-09,F9,277,N539C,JFK,ORD,7,15,201,1464,6,4,Spring,32.0,28.0,1.0,0,Weather
2023-08-21,DL,2353,N565H,MIA,LAX,6,0,137,973,0,8,Summer,97.0,93.0,1.0,0,Weather
2023-02-06,NK,2155,N798G,SFO,MCO,9,15,19,203,0,2,Winter,7.0,-1.0,0.0,0,
2023-10-07,AS,2095,N169C,ORD,DFW,5,15,196,1362,5,10,Fall,1.0,-0.0,0.0,0,
2023-12-15,UA,3852,N182E,CLT,SEA,9,45,255,2011,4,12,Winter,42.0,49.0,1.0,0,NAS
2023-10-29,WN,863,N887D,SFO,MCO,7,15,179,1378,6,10,Fall,-3.0,1.0,0.0,0,
2023-06-30,DL,5647,N880G,SEA,LAX,7,45,178,1238,4,6,Summer,-7.0,3.0,0.0,0,
2023-04-05,DL,2818,N759A,ORD,LAX,9,30,188,1343,2,4,Spring,-11.0,-12.0,0.0,0,
2023-04-09,F9,608,N207G,DFW,MIA,10,45,108,850,6,4,Spring,-2.0,-5.0,0.0,0,
2023-07-07,AA,1728,N919H,ATL,DFW,7,15,334,2580,4,7,Summer,147.0,141.0,1.0,0,NAS
2023-04-26,F9,5116,N496F,LAX,MCO,4,45,30,242,2,4,Spring,4.0,2.0,0.0,0,
2023-07-10,F9,1944,N970E,PHX,BOS,7,45,111,707,0,7,Summer,-4.0,-11.0,0.0,0,
2023-09-10,UA,2735,N361F,DFW,SFO,5,0,192,1536,6,9,Fall,-4.0,-9.0,0.0,0,
2023-06-10,WN,3222,N870C,ORD,EWR,6,0,179,1374,5,6,Summer,18.0,27.0,1.0,0,Carrier
2023-09-13,F9,2838,N195F,BOS,CLT,9,0,93,788,2,9,Fall,9.0,15.0,1.0,0,Carrier
2023-11-19,B6,797,N421G,DFW,SFO,9,0,245,1904,6,11,Fall,-4.0,-12.0,0.0,0,
2023-05-08,B6,2913,N113H,MIA,DFW,7,15,117,977,0,5,Spring,-5.0,-19.0,0.0,0,
2023-01-18,UA,4344,N996G,MIA,BOS,6,15,122,829,2,1,Winter,-4.0,-11.0,0.0,0,
2023-10-08,F9,5288,N184G,ORD,SFO,8,0,191,1431,6,10,Fall,-12.0,-28.0,0.0,0,
2023-08-11,F9,3480,N432C,ORD,BOS,7,15,193,1512,4,8,Summer,-3.0,-15.0,0.0,0,
2023-02-23,UA,716,N169E,ORD,SFO,6,30,249,1809,3,2,Winter,1.0,-2.0,0.0,0,
2023-02-27,NK,2677,N516C,EWR,ATL,10,45,251,1829,0,2,Winter,-1.0,2.0,0.0,0,
2023-11-19,AS,350,N215C,PHX,BOS,8,0,303,2240,6,11,Fall,3.0,5.0,0.0,0,
2023-12-26,AS,4297,N977G,PHX,EWR,9,30,103,859,1,12,Winter,33.0,42.0,1.0,0,Weather
2023-06-23,AA,4868,N678B,CLT,MIA,8,45,334,2444,4,6,Summer,43.0,47.0,1.0,0,Carrier
2023-10-07,NK,5926,N803D,SFO,LAX,11,45,122,928,5,10,Fall,-1.0,-10.0,0.0,0,
2023-04-24,B6,4805,N744D,DEN,LAS,5,15,51,392,0,4,Spring,-11.0,-17.0,0.0,0,
2023-10-15,WN,5105,N238E,MCO,LAX,8,15,283,2110,6,10,Fall,-6.0,-6.0,0.0,0,
2023-12-08,WN,1099,N313F,DFW,SFO,9,15,207,1634,4,12,Winter,111.0,105.0,1.0,0,NAS
2023-05-31,WN,2013,N980G,CLT,EWR,6,0,108,790,2,5,Spring,-4.0,-4.0,0.0,0,
2023-05-07,F9,5029,N311G,DEN,SEA,6,30,141,1107,6,5,Spring,-9.0,-27.0,0.0,0,
2023-06-04,AA,3250,N232A,DEN,SFO,8,30,370,2653,6,6,Summer,-6.0,12.0,0.0,0,
2023-09-30,WN,1273,N163F,MCO,DFW,6,15,269,2051,5,9,Fall,-3.0,-12.0,0.0,0,
2023-04-14,NK,2862,N281H,EWR,LAS,6,0,184,1442,4,4,Spring,2.0,-5.0,0.0,0,
2023-10-26,WN,1228,N676G,SFO,ORD,6,45,212,1610,3,10,Fall,-1.0,-0.0,0.0,0,
2023-09-03,F9,2782,N913C,MIA,CLT,10,0,60,459,6,9,Fall,79.0,69.0,1.0,0,Carrier
2023-06-25,F9,1294,N658H,PHX,DFW,7,45,371,2626,6,6,Summer,5.0,-3.0,0.0,0,
2023-02-08,F9,4515,N172H,DFW,ATL,7,30,262,1897,2,2,Winter,-2.0,-12.0,0.0,0,
2023-06-19,B6,2538,N533B,SFO,JFK,8,0,213,1508,0,6,Summer,-3.0,6.0,0.0,0,
2023-09-04,AS,5776,N543E,EWR,LAS,8,15,126,837,0,9,Fall,5.0,6.0,0.0,0,
2023-01-26,F9,3587,N454B,MIA,ATL,9,15,267,2008,3,1,Winter,-0.0,-5.0,0.0,0,
2023-12-21,F9,3948,N857E,MCO,JFK,9,30,41,276,3,12,Winter,-10.0,-23.0,0.0,0,
2023-11-02,NK,5921,N201D,LAX,SEA,7,30,350,2623,3,11,Fall,0.0,-10.0,0.0,0,
2023-01-13,F9,1567,N644A,LAX,BOS,7,45,81,532,4,1,Winter,55.0,59.0,1.0,0,Carrier
2023-11-12,NK,1511,N238H,LAX,MCO,6,45,221,1719,6,11,Fall,-2.0,16.0,1.0,0,Carrier
2023-11-09,AS,863,N614F,SEA,LAX,7,30,308,2278,3,11,Fall,-3.0,-13.0,0.0,0,
2023-02-05,WN,716,N178D,DEN,CLT,8,15,178,1276,6,2,Winter,-10.0,-16.0,0.0,0,
2023-06-22,UA,1243,N635C,PHX,LAX,4,15,288,2076,3,6,Summer,9.0,11.0,0.0,0,
2023-01-20,UA,3959,N577F,ORD,SEA,8,30,48,421,4,1,Winter,-3.0,2.0,0.0,0,
2023-11-17,DL,1545,N215H,LAX,LAS,8,15,355,2652,4,11,Fall,6.0,7.0,0.0,0,
2023-09-21,AA,3357,N350F,LAX,MIA,7,45,224,1743,3,9,Fall,-9.0,-13.0,0.0,0,
2023-05-22,B6,3288,N188A,ATL,PHX,8,0,250,1864,0,5,Spring,,,,1,
2023-05-23,DL,1561,N687B,SEA,JFK,7,30,129,984,1,5,Spring,4.0,-6.0,0.0,0,
2023-04-02,DL,3307,N498E,LAX,BOS,10,45,189,1349,6,4,Spring,27.0,25.0,1.0,0,LateAircraft
2023-12-20,AA,878,N526E,EWR,PHX,8,0,115,852,2,12,Winter,-0.0,-5.0,0.0,0,
2023-11-18,F9,104,N477G,MIA,JFK,6,45,259,1871,5,11,Fall,-2.0,-8.0,0.0,0,
2023-10-15,AS,5619,N411F,SEA,JFK,6,15,68,418,6,10,Fall,-14.0,-12.0,0.0,0,
2023-08-03,NK,1180,N847F,MCO,JFK,6,15,19,294,3,8,Summer,-1.0,-4.0,0.0,0,
2023-12-08,AA,5523,N124F,JFK,MIA,11,0,189,1438,4,12,Winter,-3.0,-4.0,0.0,0,
2023-02-20,DL,2862,N223D,LAS,DFW,6,15,370,2724,0,2,Winter,-3.0,-20.0,0.0,0,
2023-06-02,WN,701,N546H,ORD,SFO,6,30,172,1355,4,6,Summer,-6.0,-6.0,0.0,0,
2023-07-05,UA,1156,N304A,JFK,LAX,8,45,61,460,2,7,Summer,-2.0,-2.0,0.0,0,
2023-03-04,DL,711,N529F,DEN,ORD,8,45,44,440,5,3,Spring,0.0,-10.0,0.0,0,
2023-07-09,AS,1009,N545H,BOS,PHX,8,15,95,766,6,7,Summer,-6.0,-8.0,0.0,0,
2023-05-05,AA,2977,N455D,ATL,SFO,7,0,253,1808,4,5,Spring,7.0,3.0,0.0,0,
2023-05-30,DL,4459,N794D,CLT,SFO,6,30,335,2605,1,5,Spring,-5.0,3.0,0.0,0,
2023-11-10,UA,4106,N469F,JFK,EWR,6,15,205,1602,4,11,Fall,-6.0,-15.0,0.0,0,
2023-02-27,AS,2506,N962C,LAX,SEA,7,45,245,1855,0,2,Winter,2.0,-6.0,0.0,0,
2023-12-08,B6,5096,N640A,LAX,SEA,6,45,296,2233,4,12,Winter,-1.0,-11.0,0.0,0,
2023-11-01,UA,4308,N739A,PHX,EWR,8,15,134,948,2,11,Fall,2.0,-8.0,0.0,0,
2023-06-29,B6,3859,N240B,PHX,DFW,5,0,162,1150,3,6,Summer,-1.0,-12.0,0.0,0,
2023-06-19,AA,3806,N309B,ORD,SEA,8,0,180,1326,0,6,Summer,-6.0,-12.0,0.0,0,
2023-11-22,B6,1908,N879F,BOS,SFO,6,45,242,1873,2,11,Fall,,,,1,
2023-09-28,WN,4874,N791F,ORD,BOS,9,30,247,1842,3,9,Fall,-10.0,-6.0,0.0,0,
2023-02-23,DL,2498,N131D,SFO,ATL,8,0,114,911,3,2,Winter,-6.0,-13.0,0.0,0,
2023-04-11,DL,1218,N552B,PHX,SEA,7,45,144,1056,1,4,Spring,-6.0,2.0,0.0,0,
2023-09-21,WN,4336,N256G,DFW,PHX,7,0,74,685,3,9,Fall,-4.0,10.0,0.0,0,
2023-02-22,AS,5916,N765D,PHX,BOS,8,15,107,776,2,2,Winter,-4.0,-20.0,0.0,0,
2023-03-01,F9,3817,N282G,DFW,CLT,7,15,273,1998,2,3,Spring,80.0,65.0,1.0,0,NAS
2023-04-18,UA,2066,N134D,CLT,BOS,10,0,85,659,1,4,Spring,2.0,-3.0,0.0,0,
2023-01-05,AA,5949,N722A,LAX,DEN,8,45,328,2459,3,1,Winter,-1.0,7.0,0.0,0,
2023-04-13,WN,2774,N896H,DFW,MIA,6,15,256,1870,3,4,Spring,-2.0,0.0,0.0,0,
2023-07-15,NK,936,N925F,PHX,LAX,7,45,212,1526,5,7,Summer,-10.0,-15.0,0.0,0,
2023-09-19,DL,5691,N852B,JFK,ATL,8,45,375,2797,1,9,Fall,-5.0,-6.0,0.0,0,
2023-12-16,NK,904,N862G,LAX,ORD,9,30,129,944,5,12,Winter,-10.0,-10.0,0.0,0,
2023-02-16,B6,5692,N501D,MCO,SEA,4,30,203,1570,3,2,Winter,1.0,-9.0,0.0,0,
2023-12-21,NK,3371,N482D,EWR,PHX,8,30,207,1424,3,12,Winter,121.0,115.0,1.0,0,Carrier
2023-11-07,UA,5182,N632F,JFK,LAX,8,15,124,867,1,11,Fall,0.0,-1.0,0.0,0,
2023-11-04,UA,4767,N273G,BOS,SEA,9,30,73,550,5,11,Fall,-1.0,9.0,0.0,0,
2023-05-24,WN,2809,N153C,PHX,SEA,6,0,240,1807,2,5,Spring,-6.0,-12.0,0.0,0,
2023-09-26,DL,2316,N681C,LAS,SEA,8,0,78,570,1,9,Fall,-7.0,-6.0,0.0,0,
2023-05-04,DL,3927,N560G,ATL,JFK,8,45,58,530,3,5,Spring,-6.0,-12.0,0.0,0,
2023-04-16,AA,3546,N920H,EWR,JFK,8,15,294,2222,6,4,Spring,-4.0,-5.0,0.0,0,
2023-06-07,AA,4469,N531A,LAX,MCO,7,0,241,1826,2,6,Summer,-6.0,-2.0,0.0,0,
2023-05-27,F9,811,N707E,SEA,DEN,9,30,296,2193,5,5,Spring,-1.0,6.0,0.0,0,
2023-05-25,WN,919,N677D,EWR,MCO,9,30,298,2211,3,5,Spring,-5.0,-7.0,0.0,0,
2023-04-30,AS,2325,N710F,ATL,MCO,9,15,69,501,6,4,Spring,81.0,78.0,1.0,0,NAS
2023-11-15,WN,3581,N102B,CLT,DFW,9,0,276,2067,2,11,Fall,-3.0,-1.0,0.0,0,
2023-10-02,DL,1832,N838H,JFK,CLT,9,30,138,1090,0,10,Fall,23.0,24.0,1.0,0,NAS
2023-04-02,NK,349,N817G,PHX,EWR,8,45,339,2523,6,4,Spring,-6.0,-16.0,0.0,0,
2023-02-27,NK,1195,N220F,BOS,DEN,9,45,32,264,0,2,Winter,58.0,57.0,1.0,0,Weather
2023-12-12,AS,3097,N697B,EWR,DFW,10,15,131,901,1,12,Winter,-1.0,-2.0,0.0,0,
2023-08-17,WN,4675,N968H,SFO,LAS,8,30,100,688,3,8,Summer,0.0,5.0,0.0,0,
2023-04-27,UA,2630,N484G,LAS,DEN,8,45,65,376,3,4,Spring,-4.0,-13.0,0.0,0,
2023-11-14,B6,4713,N713F,BOS,ORD,7,30,105,823,1,11,Fall,-3.0,-20.0,0.0,0,
2023-10-06,DL,1616,N570H,SFO,DFW,5,15,175,1330,4,10,Fall,3.0,-2.0,0.0,0,
2023-05-07,UA,3978,N838C,EWR,LAS,8,45,278,2060,6,5,Spring,-4.0,-19.0,0.0,0,
2023-05-09,B6,3804,N940A,LAS,EWR,7,15,136,903,1,5,Spring,3.0,-5.0,0.0,0,
2023-02-27,DL,5695,N994A,JFK,LAX,10,0,299,2192,0,2,Winter,1.0,-1.0,0.0,0,
2023-05-02,DL,5157,N623H,ATL,JFK,6,45,239,1785,1,5,Spring,4.0,9.0,0.0,0,
2023-01-01,DL,2996,N254C,PHX,LAX,7,45,166,1293,6,1,Winter,54.0,63.0,1.0,0,LateAircraft
2023-08-27,UA,2505,N512G,SFO,PHX,8,45,349,2762,6,8,Summer,6.0,3.0,0.0,0,
2023-10-17,NK,3522,N366G,DEN,MCO,8,45,100,813,1,10,Fall,1.0,-3.0,0.0,0,
2023-04-06,F9,5621,N479D,MIA,PHX,8,45,199,1435,3,4,Spring,-10.0,-6.0,0.0,0,
2023-05-06,DL,1993,N375B,MIA,DFW,7,0,282,2105,5,5,Spring,-6.0,-22.0,0.0,0,
2023-04-28,WN,3133,N639D,CLT,EWR,8,15,341,2691,4,4,Spring,-1.0,-2.0,0.0,0,
2023-02-17,WN,694,N447B,SEA,ORD,8,45,256,1935,4,2,Winter,88.0,80.0,1.0,0,NAS
2023-03-30,F9,5290,N390B,JFK,MCO,8,15,256,1846,3,3,Spring,94.0,103.0,1.0,0,NAS
2023-08-25,AS,3053,N502B,EWR,ATL,8,30,254,1949,4,8,Summer,4.0,-4.0,0.0,0,
2023-09-29,NK,3801,N321B,PHX,SFO,7,15,317,2371,4,9,Fall,-5.0,-14.0,0.0,0,
2023-07-08,UA,1543,N386C,PHX,ATL,6,15,376,2795,5,7,Summer,25.0,15.0,1.0,0,NAS
2023-07-11,UA,5972,N714F,JFK,CLT,6,45,84,616,1,7,Summer,33.0,49.0,1.0,0,Weather
2023-03-10,DL,5290,N764H,JFK,MCO,4,15,275,2112,4,3,Spring,-4.0,-12.0,0.0,0,
2023-10-05,NK,4982,N382B,SEA,BOS,8,0,198,1461,3,10,Fall,-2.0,-3.0,0.0,0,
2023-12-15,F9,371,N380G,LAS,MIA,10,0,134,1134,4,12,Winter,-3.0,-7.0,0.0,0,
2023-09-04,WN,4975,N858F,ATL,CLT,9,15,352,2639,0,9,Fall,4.0,4.0,0.0,0,
2023-03-17,DL,2111,N267D,PHX,BOS,9,45,289,2151,4,3,Spring,-5.0,2.0,0.0,0,
2023-06-03,AS,4547,N964B,BOS,PHX,8,15,245,1851,5,6,Summer,-10.0,-12.0,0.0,0,
2023-05-24,AS,2424,N573G,LAX,ORD,10,15,345,2680,2,5,Spring,-8.0,-13.0,0.0,0,
2023-03-27,B6,5689,N493G,JFK,EWR,9,15,191,1441,0,3,Spring,-5.0,-10.0,0.0,0,
2023-07-04,DL,5994,N679B,ORD,JFK,7,0,269,1985,1,7,Summer,7.0,6.0,0.0,0,
2023-10-12,AS,3756,N769H,MIA,DEN,8,45,54,367,3,10,Fall,-8.0,-13.0,0.0,0,
2023-08-08,AS,2898,N737E,LAS,SFO,8,0,107,876,1,8,Summer,-1.0,-11.0,0.0,0,
2023-03-10,WN,5994,N569E,CLT,SFO,9,15,68,554,4,3,Spring,79.0,67.0,1.0,0,Weather
2023-02-16,NK,3422,N852H,JFK,EWR,6,30,193,1447,3,2,Winter,6.0,-2.0,0.0,0,
2023-04-04,UA,2878,N582H,ATL,CLT,8,0,372,2791,1,4,Spring,-1.0,0.0,0.0,0,
2023-08-26,B6,2100,N701D,EWR,ORD,7,30,190,1501,5,8,Summer,117.0,129.0,1.0,0,NAS
2023-07-23,AS,3203,N916F,JFK,DFW,5,0,366,2772,6,7,Summer,-7.0,-12.0,0.0,0,
2023-08-06,WN,5283,N619A,DFW,ATL,8,15,62,527,6,8,Summer,-4.0,-5.0,0.0,0,
2023-12-07,UA,669,N637F,MCO,DFW,5,15,334,2467,3,12,Winter,-13.0,-18.0,0.0,0,
2023-02-08,AA,470,N276D,DFW,ORD,7,45,294,2197,2,2,Winter,-4.0,-10.0,0.0,0,
2023-04-10,B6,445,N557G,PHX,MIA,10,0,223,1669,0,4,Spring,-10.0,-8.0,0.0,0,
2023-10-16,AS,3525,N658C,MCO,DFW,9,15,171,1296,0,10,Fall,0.0,12.0,0.0,0,
2023-09-11,DL,5204,N147H,LAS,DEN,6,15,207,1644,0,9,Fall,-0.0,11.0,0.0,0,
2023-08-10,UA,2488,N195G,CLT,MCO,8,0,108,873,3,8,Summer,4.0,-7.0,0.0,0,
2023-12-23,DL,4981,N117H,LAX,PHX,7,45,112,803,5,12,Winter,-4.0,-11.0,0.0,0,
2023-01-23,NK,5990,N869A,ORD,EWR,7,15,133,850,0,1,Winter,-5.0,9.0,0.0,0,
2023-09-07,DL,3661,N969D,SFO,BOS,9,15,347,2643,3,9,Fall,7.0,-3.0,0.0,0,
2023-01-10,UA,434,N113H,BOS,PHX,11,30,79,542,1,1,Winter,27.0,22.0,1.0,0,Carrier
2023-09-03,AA,1740,N945D,PHX,MCO,7,45,66,462,6,9,Fall,-4.0,-6.0,0.0,0,
2023-11-21,B6,3876,N641B,CLT,LAS,6,0,222,1626,1,11,Fall,-3.0,-25.0,0.0,0,
2023-04-10,AA,3907,N347C,EWR,MCO,6,45,65,542,0,4,Spring,-5.0,-7.0,0.0,0,
2023-10-17,WN,1232,N536A,CLT,ORD,8,0,153,1133,1,10,Fall,-4.0,2.0,0.0,0,
